user_id,tracker_id,mobile_app_name,is_app_enabled,show_partial_message,is_default_message_app,created_on,modified_on
206334246,3060535495,com.linkedin.LinkedIn,false,false,false,2026-03-25T18:55:06.000Z,2026-03-25T18:55:06.000Z
206334246,3060535495,com.facebook.Facebook,false,false,false,2026-03-25T20:04:55.000Z,2026-03-25T20:04:55.000Z
206334246,3060535495,net.whatsapp.WhatsApp,false,false,false,2026-03-25T18:55:06.000Z,2026-03-25T18:55:06.000Z
206334246,3060535495,com.burbn.instagram,false,false,false,2026-03-25T18:55:06.000Z,2026-03-25T18:55:06.000Z
206334246,3060535495,com.apple.Maps,false,false,false,2026-03-25T19:12:55.000Z,2026-03-25T19:12:55.000Z
206334246,3060535495,com.google.GoogleMobile,false,false,false,2026-03-25T18:55:06.000Z,2026-03-25T18:55:06.000Z
206334246,3060535495,com.duolingo.DuolingoMobile,false,false,false,2026-03-25T20:04:55.000Z,2026-03-25T20:04:55.000Z
206334246,3060535495,fi.hs,false,false,false,2026-03-25T18:55:06.000Z,2026-03-25T18:55:06.000Z
206334246,3060535495,com.ouraring.oura,false,false,false,2026-03-25T20:04:55.000Z,2026-03-25T20:04:55.000Z
206334246,3060535495,com.apple.Passbook,false,false,false,2026-03-25T18:55:06.000Z,2026-03-25T18:55:06.000Z
206334246,3060535495,fi.sok.abcasemat,false,false,false,2026-03-25T20:04:55.000Z,2026-03-25T20:04:55.000Z
206334246,3060535495,fi.saastopankki.mobile.prod,false,false,false,2026-03-25T18:55:06.000Z,2026-03-25T18:55:06.000Z
206334246,3060535495,com.apple.findmy,false,false,false,2026-03-25T20:04:55.000Z,2026-03-25T20:04:55.000Z
206334246,3060535495,com.zevoy.Cardholder,false,false,false,2026-03-25T20:04:55.000Z,2026-03-25T20:04:55.000Z
206334246,3060535495,com.fennoamobile,false,false,false,2026-03-25T18:55:06.000Z,2026-03-25T18:55:06.000Z
206334246,3060535495,fi.media.lansiuusimaa,false,false,false,2026-03-25T19:12:55.000Z,2026-03-25T19:12:55.000Z
