recorded_time,temperature,sensor_type
2026-03-30T00:00,-2.0400000000000027,UNKNOWN
2026-03-30T00:01,-2.1400000000000006,UNKNOWN
2026-03-30T00:02,-2.0400000000000027,UNKNOWN
2026-03-30T00:03,-2.0400000000000027,UNKNOWN
2026-03-30T00:04,-2.0400000000000027,UNKNOWN
2026-03-30T00:05,-1.9400000000000013,UNKNOWN
2026-03-30T00:06,-1.9400000000000013,UNKNOWN
2026-03-30T00:07,-2.0400000000000027,UNKNOWN
2026-03-30T00:08,-1.9400000000000013,UNKNOWN
2026-03-30T00:09,-1.5399999999999991,UNKNOWN
2026-03-30T00:10,-1.240000000000002,UNKNOWN
2026-03-30T00:11,-0.9400000000000048,UNKNOWN
2026-03-30T00:12,-0.6400000000000006,UNKNOWN
2026-03-30T00:13,-0.44000000000000483,UNKNOWN
2026-03-30T00:14,-0.240000000000002,UNKNOWN
2026-03-30T00:15,-0.14000000000000057,UNKNOWN
2026-03-30T00:16,-0.03999999999999915,UNKNOWN
2026-03-30T00:17,0.05999999999999517,UNKNOWN
2026-03-30T00:18,0.1599999999999966,UNKNOWN
2026-03-30T00:19,0.259999999999998,UNKNOWN
2026-03-30T00:20,0.35999999999999943,UNKNOWN
2026-03-30T00:21,0.46000000000000085,UNKNOWN
2026-03-30T00:22,0.46000000000000085,UNKNOWN
2026-03-30T00:23,0.5599999999999952,UNKNOWN
2026-03-30T00:24,0.46000000000000085,UNKNOWN
2026-03-30T00:25,0.46000000000000085,UNKNOWN
2026-03-30T00:26,0.5599999999999952,UNKNOWN
2026-03-30T00:27,0.5599999999999952,UNKNOWN
2026-03-30T00:28,0.5599999999999952,UNKNOWN
2026-03-30T00:29,0.759999999999998,UNKNOWN
2026-03-30T00:30,0.759999999999998,UNKNOWN
2026-03-30T00:31,0.8599999999999994,UNKNOWN
2026-03-30T00:32,0.8599999999999994,UNKNOWN
2026-03-30T00:33,0.9600000000000009,UNKNOWN
2026-03-30T00:34,0.9600000000000009,UNKNOWN
2026-03-30T00:35,0.9600000000000009,UNKNOWN
2026-03-30T00:36,0.9600000000000009,UNKNOWN
2026-03-30T00:37,1.0599999999999952,UNKNOWN
2026-03-30T00:38,0.9600000000000009,UNKNOWN
2026-03-30T00:39,1.0599999999999952,UNKNOWN
2026-03-30T00:40,1.0599999999999952,UNKNOWN
